"site_id","year","quarter","kelp","no3","waves"
95,1991,2,143286,16.92,1.774
96,1991,2,42275,16.92,2.091
97,1991,2,20226,16.82,2.32
98,1991,2,76405,17.43,2.189
99,1991,2,155043,17.35,1.857
100,1991,2,117995,17.35,1.91
101,1991,2,221510,17.31,2.576
102,1991,2,310034,16.49,2.385
103,1991,2,244155,17.34,2.484
104,1991,2,261216,16.79,2.761
105,1991,2,746839,16.79,2.639
106,1991,2,431778,16.72,2.827
107,1991,2,191756,16.72,2.447
108,1991,2,304321,16.72,2.645
109,1991,2,312660,16.72,3.204
110,1991,2,31957,16.7,3.047
111,1991,2,392931,16.7,2.754
112,1991,2,715624,16.55,2.545
113,1991,2,478469,16.91,1.956
114,1991,2,210455,16.32,2.212
115,1991,2,128678,16.43,2.913
116,1991,2,341898,17.1,3.404
117,1991,2,180872,17.1,3.41
118,1991,2,89358,17.16,3.317
119,1991,2,574906,16.9,2.974
120,1991,2,1191309,16.9,2.881
121,1991,2,363136,16.19,3.133
122,1991,2,47410,16.21,2.075
123,1991,2,56283,15.89,2.276
124,1991,2,24881,15.89,2.272
125,1991,2,5744,15.95,1.854
126,1991,2,59912,16.72,2.419
127,1991,2,228454,16.72,2.289
128,1991,2,135184,18,2.327
129,1991,2,27989,18.67,2.502
130,1991,2,155530,18.49,2.673
131,1991,2,254867,18.64,2.905
132,1991,2,136993,16.27,3.196
133,1991,2,80413,16.97,3.435
134,1991,2,225496,16.9,3.115
135,1991,2,118393,17.27,3.775
136,1991,2,9714,17.3,3.376
137,1991,2,33738,17.27,3.73
138,1991,2,4896,17.31,4.357
139,1991,2,13656,17.52,2.992
140,1991,2,73823,17.52,2.778
141,1991,2,175905,17.6,3.124
142,1991,2,182748,17.6,2.752
143,1991,2,23730,17.62,2.721
144,1991,2,252069,17.62,2.49
145,1991,2,127419,17.46,2.748
146,1991,2,154096,17.48,2.616
147,1991,2,69140,17.5,2.689
148,1991,2,256776,17.5,3.199
149,1991,2,6970,17.5,2.689
150,1991,2,159561,17.5,3.316
151,1991,2,15162,17.41,2.769
152,1991,2,3681,16.25,2.864
153,1991,2,22739,16.57,2.793
154,1991,2,34333,16.25,2.633
155,1991,2,6055,16.25,2.855
156,1991,2,34460,17.78,3.727
157,1991,2,7206,17.85,3.347
158,1991,2,23468,17.96,3.806
159,1991,2,17935,18.74,3.192
160,1991,2,2821,18.48,2.922
161,1991,2,0,18.48,3.406
162,1991,2,1338,18.01,3.908
163,1991,2,84494,18.24,2.348
164,1991,2,275856,18.09,2.435
165,1991,2,456029,18.09,2.79
166,1991,2,313140,18.09,2.166
167,1991,2,512772,18.05,2.696
168,1991,2,814280,18.06,2.5
169,1991,2,1627581,17.99,2.504
170,1991,2,1084884,18.42,2.129
171,1991,2,1375980,18.42,2.777
172,1991,2,1340499,18.21,2.327
173,1991,2,152222,17.58,2.344
174,1991,2,386424,17.58,2.032
175,1991,2,217515,17.43,1.735
176,1991,2,128725,16.76,1.847
177,1991,2,39135,16.61,1.927
178,1991,2,432170,16.61,2.119
179,1991,2,1168809,16.6,2.202
180,1991,2,943303,17.51,2.124
181,1991,2,1995735,17.64,2.315
182,1991,2,1595582,18.17,2.289
183,1991,2,244734,17.66,2.398
184,1991,2,647616,18.45,2.559
185,1991,2,1299856,17.1,2.66
186,1991,2,1317579,17.1,2.271
187,1991,2,268618,17.88,2.814
188,1991,2,1711883,17.03,2.753
189,1991,2,3024075,17.03,3.027
190,1991,2,1670045,17.03,2.428
191,1991,2,1415063,17.03,2.693
192,1991,2,1619082,17.02,2.443
193,1991,2,1805527,17.03,2.682
194,1991,2,3076214,18.09,2.619
195,1991,2,3693651,17.77,2.861
196,1991,2,2567977,17.81,2.775
197,1991,2,3601422,17.72,2.706
198,1991,2,3985181,17.74,2.602
199,1991,2,2637650,17.78,2.896
200,1991,2,2242289,17.59,2.723
201,1991,2,2480751,17.32,2.569
202,1991,2,3240478,17.3,2.663
203,1991,2,474245,17.11,2.184
204,1991,2,1245973,17.11,2.176
205,1991,2,1060255,17.11,2.13
206,1991,2,278059,17.14,2.321
207,1991,2,183232,17.11,2.251
208,1991,2,1066954,17.01,2.22
209,1991,2,963594,16.85,1.994
210,1991,2,50516,16.36,2.076
211,1991,2,839,14.37,2.969
212,1991,2,59043,14.37,3.788
213,1991,2,47574,14.27,3.602
214,1991,2,126411,14.23,2.657
215,1991,2,46538,14.23,3.339
216,1991,2,1040,16.41,2.522
217,1991,2,0,16.25,2.407
218,1991,2,278882,16.69,1.972
219,1991,2,188352,16.05,2.648
220,1991,2,105484,16.05,1.843
221,1991,2,23772,16.06,1.843
222,1991,2,274289,16,1.634
223,1991,2,131920,16,1.884
224,1991,2,171601,16,1.999
225,1991,2,18026,13.67,3.227
226,1991,2,35387,13.56,2.789
227,1991,2,84012,16.01,1.877
228,1991,2,106350,15.94,2.055
229,1991,2,779275,15.96,2.109
230,1991,2,54242,15.96,1.708
231,1991,2,95241,15.95,1.85
232,1991,2,116435,16.06,1.883
233,1991,2,194743,15.88,2.228
234,1991,2,239095,15.22,2.257
235,1991,2,140779,15.22,2.201
236,1991,2,452588,14.8,2.17
237,1991,2,142756,13.43,2.496
238,1991,2,1585377,13.45,2.782
239,1991,2,1479812,13.24,3.188
240,1991,2,551864,13.24,2.511
241,1991,2,165090,12.82,2.5
242,1991,2,9416,11.79,3.419
243,1991,2,114759,11.44,1.334
244,1991,2,147976,11.27,1.26
245,1991,2,508428,10.23,1.185
246,1991,2,641948,10.24,1.131
247,1991,2,1311156,10.37,1.188
248,1991,2,1813597,10.03,1.403
249,1991,2,2162500,10.12,1.361
250,1991,2,2203842,9.35,1.27
251,1991,2,1754121,9.33,1.408
252,1991,2,539004,9.13,1.769
253,1991,2,381957,9.11,1.558
254,1991,2,519768,8.96,1.481
255,1991,2,372189,8.96,1.454
256,1991,2,290267,8.32,0.953
257,1991,2,488009,8.93,0.985
258,1991,2,580907,8.38,1.098
259,1991,2,39714,8.82,1.054
260,1991,2,145120,8.21,1.369
261,1991,2,18172,8.34,1.536
262,1991,2,11421,7.94,0.908
263,1991,2,3070,7.25,0.882
264,1991,2,7201,7.25,0.985
265,1991,2,1055444,7.56,1.021
266,1991,2,342297,6.84,1.095
267,1991,2,130798,7.07,1.083
268,1991,2,168983,6.8,1.069
269,1991,2,37160,6.77,1.017
270,1991,2,6355,6.71,1
271,1991,2,31754,6.83,0.932
272,1991,2,14290,6.36,1.231
273,1991,2,17956,6.29,1.33
274,1991,2,865927,6.29,1.459
275,1991,2,527645,5.95,1.271
276,1991,2,188383,5.38,1.38
277,1991,2,251706,5.48,1.184
278,1991,2,235150,5.45,1.186
279,1991,2,452260,5.35,1.355
280,1991,2,262523,5.35,1.302
281,1991,2,93574,5.23,1.505
282,1991,2,247859,5.25,1.295
283,1991,2,363220,5.22,1.214
284,1991,2,1144124,5.17,1.106
285,1991,2,120890,5.02,1.041
286,1991,2,61815,5.02,0.785
287,1991,2,110909,5.01,0.908
288,1991,2,307228,4.94,0.916
289,1991,2,924467,4.79,1.06
290,1991,2,64026,4.61,1.171
291,1991,2,4239,4.5,1.196
292,1991,2,73385,4.5,1.233
293,1991,2,14495,4.55,1.109
294,1991,2,232528,4.65,0.619
295,1991,2,124928,4.15,0.916
296,1991,2,52094,3.77,1.13
297,1991,2,194316,3.77,1.034
298,1991,2,6861,3.53,1.28
299,1991,2,105317,3.41,1.22
300,1991,2,125028,3.55,1.247
301,1991,2,98260,3.38,1.223
302,1991,2,82147,1.27,1.314
303,1991,2,60425,1.27,1.408
304,1991,2,79504,1.28,1.564
305,1991,2,317231,1.28,1.621
306,1991,2,488535,1.28,1.465
307,1991,2,97422,1.51,1.217
308,1991,2,1161622,1.45,1.391
309,1991,2,276281,1.47,1.3
310,1991,2,139105,1.47,1.302
311,1991,2,133401,1.47,1.19
312,1991,2,55739,1.58,1.203
313,1991,2,48220,1.51,1.226
314,1991,2,5274,1.42,1.211
315,1991,2,3505,1.2,1.274
316,1991,2,2890,1.19,0.807
317,1991,2,3806,1.15,0.709
318,1991,2,44655,1.01,0.703
319,1991,2,130996,1.18,0.738
320,1991,2,4618,1.18,0.71
321,1991,2,6462,0.75,0.892
322,1991,2,0,0.52,1.663
323,1991,2,0,0.5,1.559
324,1991,2,0,0.48,1.74
325,1991,2,1518,0.52,1.855
326,1991,2,0,0.48,1.533
327,1991,2,0,0.48,1.72
328,1991,2,0,0.43,1.828
329,1991,2,0,0.42,1.17
330,1991,2,0,0.41,1.546
331,1991,2,0,0.45,1.151
332,1991,2,0,0.45,0.746
333,1991,2,2338,0.42,0.965
334,1991,2,0,0.45,1.057
335,1991,2,41609,0.41,1.29
336,1991,2,7956,0.45,1.363
337,1991,2,31963,0.45,1.473
338,1991,2,20677,0.45,1.495
339,1991,2,0,0.43,1.499
340,1991,2,839,0.41,1.493
341,1991,2,13155,0.34,1.46
342,1991,2,68217,0.35,1.354
343,1991,2,44126,0.35,1.346
344,1991,2,14447,0.39,1.666
345,1991,2,0,0.33,1.065
346,1991,2,15716,0.18,1.14
347,1991,2,4954,0.18,1.357
348,1991,2,651,0.18,1.231
349,1991,2,2136,0.19,1.219
350,1991,2,38610,0.15,1.378
351,1991,2,3356,0.23,1.489
352,1991,2,16663,0.22,1.54
353,1991,2,197021,0.1,2.438
354,1991,2,24708,0.11,2.042
355,1991,2,178522,0.11,2.145
356,1991,2,136896,0.11,2.342
357,1991,2,94554,0.16,2.043
358,1991,2,667265,0.15,2.099
359,1991,2,461154,0.14,1.985
360,1991,2,112513,0.15,2.153
361,1991,2,23244,0.15,2.155
1,1991,3,46398,6.43,1.682
2,1991,3,8336,8.51,2.313
3,1991,3,292951,3.47,1.7
4,1991,3,95335,3.48,1.64
5,1991,3,156092,3.51,1.634
6,1991,3,1007526,1.9,1.597
7,1991,3,860191,1.6,1.403
8,1991,3,708471,1.6,1.441
9,1991,3,323879,2.19,1.392
10,1991,3,337299,2.21,1.26
11,1991,3,317564,2,1.152
12,1991,3,145413,2,1.299
13,1991,3,273065,1.87,1.192
14,1991,3,288681,1.59,1.378
15,1991,3,296245,1.48,1.003
16,1991,3,191157,1.57,1.217
17,1991,3,881596,1.57,1.052
18,1991,3,72582,1.72,0.987
19,1991,3,18404,1.72,0.921
20,1991,3,19011,1.73,0.942
21,1991,3,10657,1.73,0.963
22,1991,3,39248,1.73,0.473
23,1991,3,40063,2.14,0.733
24,1991,3,181335,2.14,0.705
25,1991,3,268125,2.07,1.309
26,1991,3,447025,2.84,1.117
27,1991,3,914487,2.84,1.544
28,1991,3,737974,2.79,2.028
29,1991,3,621847,2.83,2.434
30,1991,3,564445,2.86,2.172
31,1991,3,1584133,2.31,2.598
32,1991,3,216008,2.31,2.415
33,1991,3,434995,2.48,2.518
34,1991,3,671855,2.44,2.42
35,1991,3,1435337,2.44,2.35
36,1991,3,1494313,2.46,1.53
37,1991,3,1308593,2.46,2.14
38,1991,3,758592,2.46,1.693
39,1991,3,282804,2.46,1.25
40,1991,3,556378,2.38,1.323
41,1991,3,863709,2.38,1.384
42,1991,3,48432,2.38,1.417
43,1991,3,900752,2.38,1.714
44,1991,3,188658,1.96,1.126
45,1991,3,45613,1.96,0.943
46,1991,3,50942,1.96,1.421
47,1991,3,189613,2.17,2.491
48,1991,3,756049,2.17,2.255
49,1991,3,781680,2.06,1.525
50,1991,3,620967,1.96,1.541
51,1991,3,361870,1.96,2.339
52,1991,3,523089,2.24,2.679
53,1991,3,866592,2.24,2.477
54,1991,3,858356,2.11,2.037
55,1991,3,777053,2.32,1.77
56,1991,3,167968,2.32,2.388
57,1991,3,966899,2.2,2.334
58,1991,3,723441,1.86,2.085
59,1991,3,1449634,1.86,2.258
60,1991,3,1143796,1.86,2.334
61,1991,3,72660,2.03,2.531
62,1991,3,375316,2.11,2.187
63,1991,3,398897,2.11,2.505
64,1991,3,1203853,2.11,1.972
65,1991,3,185349,2.04,2.336
66,1991,3,297365,2.26,2.411
67,1991,3,282607,2.2,2.127
68,1991,3,189321,2.2,2.29
69,1991,3,183874,2.2,2.626
70,1991,3,1114309,4.65,2.339
71,1991,3,1606825,4.67,2.092
72,1991,3,370980,4.67,2.118
73,1991,3,886909,4.66,2.366
74,1991,3,8702,4.95,2.526
75,1991,3,75791,4.94,2.792
76,1991,3,1969701,4.95,2.099
77,1991,3,1334111,4.92,2.006
78,1991,3,4712288,4.92,3.112
79,1991,3,5209396,4.88,3.087
80,1991,3,2490744,4.61,2.462
81,1991,3,551198,4.57,2.073
82,1991,3,1180668,5.07,2.155
83,1991,3,1101377,5.07,2.052
84,1991,3,196134,5.01,1.365
85,1991,3,494053,5,1.231
86,1991,3,488438,4.99,1.27
87,1991,3,1204257,4.99,1.216
88,1991,3,378363,5,1.286
89,1991,3,822779,4.96,1.383
90,1991,3,230889,5.06,1.433
91,1991,3,731076,5.06,1.353
92,1991,3,849696,5.06,1.243
93,1991,3,674426,3.72,1.011
94,1991,3,937451,3.72,1.248
95,1991,3,293497,3.72,1.245
96,1991,3,162350,3.72,1.442
97,1991,3,101506,3.62,1.611
98,1991,3,386166,3.51,1.512
99,1991,3,383200,3.54,1.282
100,1991,3,196786,3.54,1.331
101,1991,3,787029,4.9,1.755
102,1991,3,786609,4.93,1.615
103,1991,3,1194462,3.66,1.693
104,1991,3,1327997,3.53,1.916
105,1991,3,2284434,3.53,1.773
106,1991,3,1478825,3.53,1.915
107,1991,3,895775,3.53,1.612
108,1991,3,1018486,3.53,1.769
109,1991,3,1576457,3.53,2.145
110,1991,3,311497,3.85,1.949
111,1991,3,1452823,3.85,1.826
112,1991,3,2161022,4.22,1.657
113,1991,3,1330521,3.71,1.346
114,1991,3,535021,4.22,1.54
115,1991,3,840554,4.22,1.935
116,1991,3,1475934,3.96,2.202
117,1991,3,1620752,3.97,2.148
118,1991,3,985306,3.96,2.05
119,1991,3,2536861,4.2,1.97
120,1991,3,2657009,4.2,1.901
121,1991,3,819899,4.54,2.062
122,1991,3,62916,4.9,1.34
123,1991,3,99228,5.07,1.528
124,1991,3,207974.5,4.27,1.556
125,1991,3,3030,4.31,1.236
126,1991,3,173334.5,3.41,1.639
127,1991,3,613944,3.41,1.535
128,1991,3,382978,3.37,1.543
129,1991,3,202725,3.42,1.641
130,1991,3,565598,3.4,1.734
131,1991,3,692226,3.4,1.891
132,1991,3,350359,5.02,2.054
133,1991,3,152756.5,5.05,2.225
134,1991,3,565691.5,5.05,1.937
135,1991,3,320898,5.02,2.307
136,1991,3,33458.5,5.01,2.101
137,1991,3,84653,5.02,2.289
138,1991,3,24783,5.01,2.701
139,1991,3,47920.5,4.53,1.878
140,1991,3,557408,4.53,1.737
141,1991,3,499104,3.67,1.953
142,1991,3,469452,3.67,1.783
143,1991,3,98847.5,3.84,1.817
144,1991,3,146230.5,3.84,1.674
145,1991,3,251793.5,4.49,1.771
146,1991,3,593300.5,4.89,1.734
147,1991,3,512192,4.89,1.783
148,1991,3,783902,4.89,2.097
149,1991,3,63851.5,4.89,1.805
150,1991,3,403585,4.89,2.119
151,1991,3,100415,7.19,1.84
152,1991,3,21553,2.74,1.824
153,1991,3,74362,2.74,1.798
154,1991,3,174403,2.74,1.701
155,1991,3,36924,2.74,1.852
156,1991,3,48499,1.99,2.244
157,1991,3,19549,1.99,2.011
158,1991,3,11317.5,1.99,2.256
159,1991,3,64212,2.31,1.928
160,1991,3,19796.5,2.34,1.78
161,1991,3,91810,2.34,2.243
162,1991,3,125825,1.86,2.415
163,1991,3,63203.5,2.23,1.388
164,1991,3,274885,2.23,1.513
165,1991,3,294805,2.23,1.768
166,1991,3,192241.5,2.23,1.342
167,1991,3,286654.5,2.23,1.635
168,1991,3,355768,2.23,1.496
169,1991,3,735459.5,2.07,1.553
170,1991,3,707453.5,2.04,1.359
171,1991,3,731990,2.04,1.918
172,1991,3,1499770.5,2,1.533
173,1991,3,153993,2,1.556
174,1991,3,312091.5,2,1.322
175,1991,3,181878.5,2.26,1.116
176,1991,3,97709.5,1.7,1.22
177,1991,3,35806,2.23,1.287
178,1991,3,635484.5,2.23,1.337
179,1991,3,831452.5,2.25,1.473
180,1991,3,578122.5,1.96,1.363
181,1991,3,842711.5,1.96,1.508
182,1991,3,795847.5,1.91,1.476
183,1991,3,28029,2,1.567
184,1991,3,202641,1.78,1.676
185,1991,3,236556.5,2,1.76
186,1991,3,387380,2,1.479
187,1991,3,56386,1.71,1.826
188,1991,3,270253.5,1.86,1.76
189,1991,3,316751,1.86,1.989
190,1991,3,310771.5,1.89,1.551
191,1991,3,515299,1.89,1.732
192,1991,3,338063,2.02,1.587
193,1991,3,296287,2.05,1.728
194,1991,3,441471,2.06,1.652
195,1991,3,727482,1.89,1.859
196,1991,3,413339,1.89,1.793
197,1991,3,657362,1.89,1.705
198,1991,3,325699,1.76,1.695
199,1991,3,220742,1.77,1.833
200,1991,3,215820,1.29,1.802
201,1991,3,397933,1.32,1.658
202,1991,3,365211,1.33,1.703
203,1991,3,243663,1.6,1.399
204,1991,3,666306,1.6,1.423
205,1991,3,313160,1.6,1.421
206,1991,3,288766,1.6,1.578
207,1991,3,155952.5,1.55,1.457
208,1991,3,487611.5,1.68,1.442
209,1991,3,935561.5,1.52,1.26
210,1991,3,70795.5,1.52,1.4
211,1991,3,107434,0.95,1.744
212,1991,3,198631,0.95,2.22
213,1991,3,239842,1.2,2.269
214,1991,3,278425.5,1.25,1.628
215,1991,3,151106,1.25,2.069
216,1991,3,23968,1.4,1.589
217,1991,3,122408,1.48,1.493
218,1991,3,165800,1.31,1.289
219,1991,3,151482,1.33,1.644
220,1991,3,72387,1.33,1.178
221,1991,3,79406,1.33,1.178
222,1991,3,574046,1.33,1.023
223,1991,3,323993,1.33,1.218
224,1991,3,144370,1.33,1.236
225,1991,3,122478,2.01,1.955
226,1991,3,189941,1.99,1.727
227,1991,3,2096,1.14,1.13
228,1991,3,177239,1.14,1.224
229,1991,3,709592,1.15,1.238
230,1991,3,128882,1.15,1.04
231,1991,3,135629,1.13,1.151
232,1991,3,423109,0.7,1.188
233,1991,3,417258,0.84,1.372
234,1991,3,721888,0.8,1.373
235,1991,3,688866,0.8,1.396
236,1991,3,866739,0.74,1.36
237,1991,3,520264,0.47,1.566
238,1991,3,1624419,0.47,1.746
239,1991,3,1117562,0.44,2.039
240,1991,3,1061526,0.44,1.583
241,1991,3,205659,0.56,1.599
242,1991,3,181443,0.43,2.115
243,1991,3,9100,0.49,0.882
244,1991,3,99788,0.48,0.842
245,1991,3,142552,0.48,0.779
246,1991,3,284642,0.46,0.753
247,1991,3,224925,0.45,0.791
248,1991,3,137576,0.43,0.943
249,1991,3,300719,0.43,0.902
250,1991,3,410883,0.41,0.861
251,1991,3,142209,0.41,0.953
252,1991,3,149354,0.44,1.194
253,1991,3,79400,0.44,1.061
254,1991,3,221696,0.44,1.011
255,1991,3,90711,0.44,0.953
256,1991,3,26859,0.43,0.639
257,1991,3,16955,0.39,0.665
258,1991,3,1172,0.39,0.718
259,1991,3,0,0.36,0.699
260,1991,3,6159,0.4,0.937
261,1991,3,0,0.39,1.042
262,1991,3,0,0.19,0.598
263,1991,3,0,0.17,0.584
264,1991,3,0,0.17,0.643
265,1991,3,169387,0.17,0.667
266,1991,3,37022,0.25,0.71
267,1991,3,8299,0.37,0.697
268,1991,3,0,0.37,0.687
269,1991,3,6625,0.36,0.653
270,1991,3,0,0.32,0.642
271,1991,3,6597,0.32,0.602
272,1991,3,0,0.35,0.782
273,1991,3,3488,0.35,0.851
274,1991,3,15372,0.35,0.933
275,1991,3,68480,0.31,0.801
276,1991,3,89419,0.3,0.886
277,1991,3,141267,0.28,0.773
278,1991,3,35711,0.28,0.75
279,1991,3,74776,0.27,0.866
280,1991,3,32064,0.27,0.824
281,1991,3,37573,0.27,0.959
282,1991,3,65247,0.28,0.826
283,1991,3,97999,0.28,0.77
284,1991,3,220619,0.28,0.701
285,1991,3,48223,0.27,0.659
286,1991,3,7986,0.27,0.489
287,1991,3,6689,0.21,0.564
288,1991,3,77917,0.19,0.569
289,1991,3,399664,0.19,0.656
290,1991,3,57872,0.19,0.741
291,1991,3,0,0.19,0.759
292,1991,3,15805,0.19,0.787
293,1991,3,0,0.2,0.706
294,1991,3,65453,0.09,0.396
295,1991,3,66315,0.09,0.579
296,1991,3,58821,0.09,0.716
297,1991,3,346461,0.09,0.653
298,1991,3,3654,0.1,0.801
299,1991,3,0,0.1,0.783
300,1991,3,23316,0.09,0.79
301,1991,3,83491,0.09,0.781
302,1991,3,44593,0.14,0.832
303,1991,3,34608,0.14,0.888
304,1991,3,54641,0.13,0.983
305,1991,3,162303,0.13,1.024
306,1991,3,204570,0.13,0.926
307,1991,3,49186,0.12,0.776
308,1991,3,323635,0.12,0.885
309,1991,3,67040,0.11,0.825
310,1991,3,29001,0.11,0.818
311,1991,3,3216,0.12,0.759
312,1991,3,4029,0.11,0.769
313,1991,3,0,0.11,0.789
314,1991,3,0,0.11,0.765
315,1991,3,17605,0.08,0.794
316,1991,3,0,0.08,0.55
317,1991,3,0,0.08,0.477
318,1991,3,0,0.09,0.499
319,1991,3,515,0.1,0.551
320,1991,3,0,0.1,0.529
321,1991,3,6333,0.09,0.608
322,1991,3,2598,0.09,1
323,1991,3,157342,0.09,0.933
324,1991,3,384945,0.09,1.069
325,1991,3,649549,0.09,1.132
326,1991,3,22803,0.09,0.897
327,1991,3,14290,0.09,1.031
328,1991,3,3431,0.1,1.046
329,1991,3,44834,0.09,0.694
330,1991,3,16467,0.09,0.928
331,1991,3,16987,0.09,0.677
332,1991,3,0,0.09,0.448
333,1991,3,581,0.09,0.586
334,1991,3,0,0.09,0.625
335,1991,3,13192,0.09,0.754
336,1991,3,0,0.09,0.79
337,1991,3,0,0.09,0.88
338,1991,3,752,0.09,0.897
339,1991,3,0,0.09,0.9
340,1991,3,0,0.09,0.889
341,1991,3,0,0.09,0.879
342,1991,3,0,0.09,0.804
343,1991,3,1307,0.09,0.807
344,1991,3,1759,0.1,0.998
345,1991,3,0,0.07,0.641
346,1991,3,0,0.07,0.687
347,1991,3,0,0.07,0.808
348,1991,3,0,0.07,0.741
349,1991,3,0,0.07,0.727
350,1991,3,0,0.07,0.829
351,1991,3,0,0.07,0.911
352,1991,3,0,0.07,0.938
353,1991,3,340386,0.07,1.611
354,1991,3,289256,0.07,1.284
355,1991,3,241450,0.07,1.368
356,1991,3,58452,0.07,1.599
357,1991,3,63069,0.07,1.284
358,1991,3,397514,0.07,1.342
359,1991,3,289944,0.07,1.233
360,1991,3,402104.5,0.07,1.386
361,1991,3,115766,0.07,1.389
1,1991,4,0,9.13,2.825
2,1991,4,990,9.06,4.392
3,1991,4,5828,7.4,3.099
4,1991,4,868,7.42,3.016
5,1991,4,727,7.2,2.988
6,1991,4,17667,7.12,2.985
7,1991,4,5256,7.03,2.735
8,1991,4,393,7.05,2.762
9,1991,4,1289,7.12,2.723
10,1991,4,3458,7.14,2.451
11,1991,4,2303,7.09,2.38
12,1991,4,2184,7.09,2.697
13,1991,4,12244,7.08,2.388
14,1991,4,30890,7.37,2.876
15,1991,4,528,6.99,2.063
16,1991,4,2418,6.89,2.376
17,1991,4,99208,6.89,2.072
18,1991,4,604,6.99,1.993
19,1991,4,0,6.92,1.87
20,1991,4,317,6.96,1.929
21,1991,4,1604,6.83,2.022
22,1991,4,0,6.76,0.823
23,1991,4,0,6.57,1.393
24,1991,4,9784,6.57,1.299
25,1991,4,0,6.5,2.398
26,1991,4,0,6.58,2.011
27,1991,4,1246,6.58,2.688
28,1991,4,18957,6.44,3.538
29,1991,4,8663,6.4,4.2
30,1991,4,0,6.28,3.652
31,1991,4,12333,6.42,4.366
32,1991,4,0,6.26,4.352
33,1991,4,287,6.32,4.397
34,1991,4,5420,6.31,4.065
35,1991,4,20211,6.31,4.212
36,1991,4,6551,6.31,2.809
37,1991,4,6567,6.31,3.751
38,1991,4,446,6.31,3.101
39,1991,4,26607,6.33,2.531
40,1991,4,31889,6.24,2.784
41,1991,4,0,6.25,2.176
42,1991,4,0,6.25,2.543
43,1991,4,38581,6.17,2.769
44,1991,4,3260,6.12,1.798
45,1991,4,0,6.25,1.59
46,1991,4,0,6.2,2.471
47,1991,4,1620,6.37,4.162
48,1991,4,0,6.37,3.772
49,1991,4,13775,6.47,2.674
50,1991,4,4177,6.12,2.796
51,1991,4,386,6.11,3.987
52,1991,4,13105,5.91,4.971
53,1991,4,21261,5.91,4.381
54,1991,4,22508,5.92,3.4
55,1991,4,8440,5.95,3.238
56,1991,4,3043,5.95,3.96
57,1991,4,14712,5.92,4.16
58,1991,4,6621,5.82,3.632
59,1991,4,1441,5.82,3.745
60,1991,4,1508,5.82,3.92
61,1991,4,0,5.96,4.219
62,1991,4,2909,6.01,3.618
63,1991,4,3836,6.01,4.171
64,1991,4,650,6.01,3.313
65,1991,4,0,5.97,4.026
66,1991,4,7217,5.99,4.037
67,1991,4,3405,6.32,3.558
68,1991,4,0,6.32,3.877
69,1991,4,886,5.71,4.647
70,1991,4,61527,5.84,3.929
71,1991,4,1424,5.73,3.561
72,1991,4,0,5.73,3.671
73,1991,4,64495,5.74,4.58
74,1991,4,408,5.56,4.313
75,1991,4,1830,5.26,4.545
76,1991,4,58037,5.21,3.793
77,1991,4,25667,5.21,3.548
78,1991,4,111413,5.2,5.181
79,1991,4,16520,5.02,6.089
80,1991,4,44963,5.14,4.159
81,1991,4,0,5.08,3.626
82,1991,4,3967,5.14,3.919
83,1991,4,784,5.14,3.723
84,1991,4,50187,4.49,2.47
85,1991,4,55064,4.39,2.315
86,1991,4,11768,4.45,2.447
87,1991,4,52445,4.43,2.257
88,1991,4,129783,4.19,2.48
89,1991,4,153742,4.3,2.676
90,1991,4,68014,4.22,2.805
91,1991,4,242504,4.22,2.637
92,1991,4,313033,4.21,2.232
93,1991,4,314095,4.09,1.876
94,1991,4,190389,4.09,2.387
95,1991,4,56739,4.08,2.287
96,1991,4,23480,4.08,2.58
97,1991,4,30405,4.04,3.248
98,1991,4,105975,3.79,3.071
99,1991,4,138498,3.81,2.434
100,1991,4,28630,3.81,2.727
101,1991,4,164720,3.8,3.192
102,1991,4,168796,3.88,2.987
103,1991,4,168005,3.8,3.191
104,1991,4,47208,3.71,3.81
105,1991,4,251505,3.71,3.216
106,1991,4,193741,3.58,3.542
107,1991,4,227655,3.57,2.849
108,1991,4,231613,3.57,3.24
109,1991,4,144663,3.57,4.079
110,1991,4,38305,3.54,3.35
111,1991,4,171889,3.54,3.177
112,1991,4,148536,3.52,2.828
113,1991,4,24952,3.6,2.467
114,1991,4,315,3.52,3.089
115,1991,4,82722,3.35,3.591
116,1991,4,41235,3.37,3.767
117,1991,4,27521,3.37,3.815
118,1991,4,978,3.45,3.389
119,1991,4,5315,3.38,3.758
120,1991,4,0,3.38,3.785
121,1991,4,0,3.12,3.384
122,1991,4,6584,3.14,2.472
123,1991,4,12143.5,3.33,3.045
124,1991,4,16972,3.27,2.915
125,1991,4,528,3.31,2.398
126,1991,4,34517,3.38,3.143
127,1991,4,107817.5,3.38,2.834
128,1991,4,94124,3.63,2.772
129,1991,4,61405,3.75,2.988
130,1991,4,127932,3.86,3.059
131,1991,4,197369,3.8,3.365
132,1991,4,117819.5,3.77,3.675
133,1991,4,44947,3.54,4.008
134,1991,4,219886.5,3.87,3.202
135,1991,4,117603,3.82,3.853
136,1991,4,8489,3.88,4.021
137,1991,4,24643,3.78,3.863
138,1991,4,10333,3.83,4.7
139,1991,4,12308.5,3.71,3.373
140,1991,4,184644.5,3.71,2.939
141,1991,4,101938,3.89,3.395
142,1991,4,100787,3.89,3.265
143,1991,4,29516.5,3.78,3.599
144,1991,4,30676.5,3.78,3.005
145,1991,4,95652,3.89,3.197
146,1991,4,97700.5,4.02,3.225
